"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,210,759,3,3336,3079,0.11,0.00,230,1100,1400,1500,2200,2500,2600,3300,3300,3300,3300,3300
"POST","/",64,0,1100,1806,193,5982,2524,0.11,0.00,1200,2800,3300,3400,3700,4200,4400,6000,6000,6000,6000,6000
"GET","/analysis.html",9,0,65,253,23,1162,52059,0.02,0.00,65,86,120,700,1200,1200,1200,1200,1200,1200,1200,1200
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",4,0,144000,162073,3064,339932,6914762,0.01,0.00,161000,161000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",5,0,21000,76084,2999,327709,3512018,0.01,0.00,21000,22000,22000,328000,328000,328000,328000,328000,328000,328000,328000,328000
"GET","/compare.html",20,0,190,469,25,1454,108023,0.03,0.00,220,780,920,1000,1400,1500,1500,1500,1500,1500,1500,1500
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",8,0,352000,308037,7133,358486,13911284,0.01,0.00,354000,354000,356000,356000,358000,358000,358000,358000,358000,358000,358000,358000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",11,0,347000,292477,7372,363359,14042800,0.02,0.00,347000,358000,360000,360000,363000,363000,363000,363000,363000,363000,363000,363000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,284013,284013,284013,284013,2422313,0.00,0.00,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000
"GET","/measure.html",24,0,190,621,17,1792,46273,0.04,0.00,250,760,1300,1300,1600,1700,1800,1800,1800,1800,1800,1800
"POST","/measureResults.html",24,0,201000,192280,8722,329987,2048795,0.04,0.00,201000,203000,208000,324000,326000,329000,330000,330000,330000,330000,330000,330000
"GET","/movers.html",18,0,67,370,6,1528,3745,0.03,0.00,110,480,580,600,1300,1500,1500,1500,1500,1500,1500,1500
"POST","/moversResult.html",17,0,306000,258289,17972,322842,16044,0.03,0.00,306000,311000,313000,313000,319000,323000,323000,323000,323000,323000,323000,323000
"GET","/prediction.html",15,0,620,525,8,1337,40373,0.03,0.00,620,820,930,1000,1300,1300,1300,1300,1300,1300,1300,1300
"POST","/predictionResult.html",15,0,375000,250379,7220,400326,335855,0.03,0.00,375000,377000,396000,397000,398000,400000,400000,400000,400000,400000,400000,400000
"None","Aggregated",299,0,1200,66759,3,400326,1246338,0.50,0.00,1200,3100,11000,162000,326000,356000,377000,397000,400000,400000,400000,400000